Date,3MINDIA,AARTIDRUGS,AARTIIND,AAVAS,ABB,ABCAPITAL,ABFRL,ACC,ACCELYA,ADANIENT,ADANIGREEN,ADANIPORTS,ADANIPOWER,ADVENZYMES,AEGISCHEM,AHLUCONT,AIAENG,AJANTPHARM,AKZOINDIA,ALKEM,ALKYLAMINE,ALLCARGO,AMARAJABAT,AMBER,AMBUJACEM,APARINDS,APLAPOLLO,APLLTD,APOLLOHOSP,APOLLOTYRE,ARVINDFASN,ASAHIINDIA,ASHOKA,ASHOKLEY,ASIANPAINT,ASTERDM,ASTRAL,ASTRAZEN,ATUL,AUBANK,AUROPHARMA,AVANTIFEED,AXISBANK,BAJAJ-AUTO,BAJAJCON,BAJAJELEC,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BALKRISIND,BALMLAWRIE,BALRAMCHIN,BANDHANBNK,BANKBARODA,BANKINDIA,BASF,BATAINDIA,BDL,BEL,BEML,BERGEPAINT,BHARATFORG,BHARATRAS,BHARTIARTL,BHEL,BIOCON,BIRLACORPN,BLUEDART,BLUESTARCO,BOSCHLTD,BPCL,BRIGADE,BRITANNIA,BSE,BSOFT,CANBK,CANFINHOME,CAPLIPOINT,CARBORUNIV,CASTROLIND,CCL,CDSL,CEATLTD,CENTRALBK,CENTURYPLY,CENTURYTEX,CERA,CESC,CGCL,CHALET,CHAMBLFERT,CHOLAFIN,CHOLAHLDNG,CIPLA,COALINDIA,COCHINSHIP,COLPAL,CONCOR,COROMANDEL,CREDITACC,CRISIL,CROMPTON,CUB,CUMMINSIND,CYIENT,DABUR,DALBHARAT,DBCORP,DBL,DCBBANK,DCMSHRIRAM,DEEPAKNTR,DELTACORP,DEN,DHANUKA,DIAMONDYD,DIVISLAB,DIXON,DLF,DMART,DRREDDY,ECLERX,EDELWEISS,EICHERMOT,EIDPARRY,EIHOTEL,ELGIEQUIP,EMAMILTD,ENDURANCE,ENGINERSIN,EQUITAS,ERIS,ESABINDIA,ESCORTS,EXIDEIND,FACT,FCONSUMER,FDC,FEDERALBNK,FINCABLES,FINEORG,FINPIPE,FLFL,FMGOETZE,FORTIS,FRETAIL,FSL,GAEL,GAIL,GALAXYSURF,GARFIBRES,GEPIL,GESHIP,GET&D,GICRE,GILLETTE,GLAXO,GLENMARK,GMMPFAUDLR,GMRINFRA,GNFC,GODFRYPHLP,GODREJAGRO,GODREJCP,GODREJIND,GODREJPROP,GPPL,GRANULES,GRAPHITE,GRASIM,GREAVESCOT,GREENLAM,GRINDWELL,GRSE,GSFC,GSPL,GUJALKALI,GUJGASLTD,GULFOILLUB,HAL,HATHWAY,HATSUN,HAVELLS,HCLTECH,HDFC,HDFCAMC,HDFCBANK,HDFCLIFE,HEG,HEIDELBERG,HEROMOTOCO,HFCL,HGINFRA,HINDALCO,HINDCOPPER,HINDPETRO,HINDUNILVR,HINDZINC,HONAUT,HSCL,HUDCO,IBREALEST,IBULHSGFIN,ICICIBANK,ICICIGI,ICICIPRULI,ICRA,IDBI,IDEA,IDFC,IDFCFIRSTB,IEX,IGL,IIFL,INDHOTEL,INDIACEM,INDIAMART,INDIANB,INDIGO,INDOCO,INDOSTAR,INDUSINDBK,INFIBEAM,INFY,INGERRAND,INOXLEISUR,IOB,IOC,IPCALAB,IRCON,ISEC,ITC,ITDC,ITI,JAGRAN,JBCHEPHARM,JCHAC,JINDALSAW,JINDALSTEL,JKCEMENT,JKLAKSHMI,JKPAPER,JMFINANCIL,JSLHISAR,JSWENERGY,JSWHL,JSWSTEEL,JUBLFOOD,JUSTDIAL,JYOTHYLAB,KAJARIACER,KALPATPOWR,KANSAINER,KARURVYSYA,KEC,KEI,KIOCL,KIRLOSENG,KNRCON,KOTAKBANK,KPRMILL,KRBL,KSB,KSCL,KTKBANK,L&TFH,LALPATHLAB,LAOPALA,LAURUSLABS,LAXMIMACH,LEMONTREE,LICHSGFIN,LINDEINDIA,LT,LTI,LTTS,LUPIN,LUXIND,M&M,MAHABANK,MAHINDCIE,MAHLOG,MAHSCOOTER,MAHSEAMLES,MANAPPURAM,MARICO,MARUTI,MASFIN,MCDOWELL-N,METROPOLIS,MFSL,MGL,MHRIL,MIDHANI,MINDACORP,MINDTREE,MMTC,MOIL,MOTILALOFS,MPHASIS,MRF,MRPL,MUTHOOTFIN,NATCOPHARM,NATIONALUM,NAUKRI,NAVINFLUOR,NAVNETEDUL,NBCC,NCC,NESCO,NETWORK18,NH,NHPC,NIACL,NIITLTD,NILKAMAL,NLCINDIA,NMDC,NTPC,OBEROIRLTY,OFSS,OIL,OMAXE,ONGC,ORIENTELEC,PAGEIND,PEL,PERSISTENT,PETRONET,PFC,PFIZER,PGHH,PGHL,PHOENIXLTD,PIDILITIND,PIIND,PNB,PNBHOUSING,PNCINFRA,POLYCAB,POLYMED,POWERGRID,PRESTIGE,PRSMJOHNSN,PSPPROJECT,PTC,QUESS,RADICO,RAIN,RAJESHEXPO,RALLIS,RAMCOCEM,RATNAMANI,RAYMOND,RBLBANK,RCF,RECLTD,REDINGTON,RELAXO,RELIANCE,RESPONIND,RITES,RVNL,SAIL,SANOFI,SBILIFE,SBIN,SCHAEFFLER,SCHNEIDER,SCI,SEQUENT,SFL,SHILPAMED,SHOPERSTOP,SHREECEM,SHRIRAMCIT,SIEMENS,SIS,SJVN,SKFINDIA,SOBHA,SOLARA,SOLARINDS,SONATSOFTW,SPARC,SRF,SRTRANSFIN,STAR,STARCEMENT,SUDARSCHEM,SUNCLAYLTD,SUNDARMFIN,SUNDRMFAST,SUNPHARMA,SUNTECK,SUNTV,SUPPETRO,SUPRAJIT,SUPREMEIND,SWANENERGY,SYMPHONY,SYNGENE,TASTYBITE,TATACHEM,TATACOMM,TATAELXSI,TATAINVEST,TATAMOTORS,TATAPOWER,TATASTEEL,TCI,TCIEXP,TCNSBRANDS,TCS,TEAMLEASE,TECHM,TECHNOE,THERMAX,THYROCARE,TIDEWATER,TIINDIA,TIMKEN,TITAN,TORNTPHARM,TORNTPOWER,TRENT,TRIDENT,TRITURBINE,TTKPRESTIG,TV18BRDCST,TVSMOTOR,UBL,UCOBANK,UJJIVAN,ULTRACEMCO,UNIONBANK,UPL,VAIBHAVGBL,VAKRANGEE,VARROC,VBL,VEDL,VENKEYS,VESUVIUS,VGUARD,VINATIORGA,VIPIND,VMART,VOLTAS,VRLLOG,VSTIND,VTL,WELCORP,WELSPUNIND,WHIRLPOOL,WIPRO,WOCKPHARMA,YESBANK,ZEEL,ZENSARTECH,ZYDUSWELL
2019-01-01,20666.35,575.65,1448.6,845.25,1319.2,100.1,199.55,1488.8,950.0,157.25,41.4,389.0,50.85,175.8,204.0,324.8,1674.4,1181.7,1769.55,1940.3,773.0,107.75,738.8,909.0,222.9,665.6,1172.8,586.85,1266.4,234.4,1058.5,263.5,124.95,102.5,1371.55,161.55,1128.8,1443.6,3443.2,621.95,733.15,387.9,627.3,2726.65,385.95,513.55,6521.95,2949.95,2656.85,928.85,202.7,103.4,556.7,123.3,106.35,1550.3,1126.05,276.3,87.45,903.35,332.5,510.95,5297.5,319.5,73.8,625.8,593.65,3413.75,625.55,19576.5,367.2,221.0,3103.05,601.1,107.7,281.5,286.8,382.7,360.6,151.15,269.8,227.15,1293.6,37.2,176.45,922.4,2367.5,671.3,127.4,291.7,147.25,1255.15,494.9,523.05,241.5,372.7,1323.9,685.3,451.05,386.8,1619.4,234.3,193.8,848.45,618.3,421.85,1047.2,171.2,423.7,169.25,343.05,223.85,251.7,70.5,445.1,1022.25,1475.45,2043.1,180.3,1590.75,2607.05,1075.15,183.15,23195.1,206.3,195.6,259.25,418.05,1260.2,126.65,124.2,692.15,919.75,719.8,267.5,40.95,45.9,173.05,93.0,454.6,1212.05,548.95,407.05,499.15,140.2,495.5,48.6,240.65,362.15,1225.35,1190.25,821.3,314.35,298.7,259.4,6467.7,1498.0,692.15,1186.95,16.4,348.75,879.8,503.1,807.35,543.6,660.3,102.35,90.8,754.65,833.5,119.25,889.85,559.25,92.45,116.3,175.4,549.85,669.05,804.95,798.6,30.75,620.0,694.8,959.85,2009.0,1514.35,2148.1,386.4,3686.35,152.95,3127.6,21.3,207.1,222.75,52.1,256.7,1801.1,277.85,21885.8,131.4,43.6,88.5,844.75,363.75,873.25,325.9,3196.45,61.45,37.75,43.45,48.35,166.15,271.65,499.9,146.0,96.0,1301.95,251.35,1165.6,217.95,346.8,1595.6,47.45,665.05,614.05,246.2,15.0,137.7,816.35,447.15,263.35,282.7,336.35,94.6,115.05,311.25,1811.75,85.3,162.9,719.25,311.4,155.6,92.8,92.1,69.75,2291.95,303.95,1250.85,500.1,211.4,494.25,391.25,493.45,90.4,302.4,361.15,162.7,204.8,210.0,1250.45,560.25,280.25,770.55,576.3,113.25,153.15,924.8,218.75,382.95,5761.15,74.3,486.55,682.55,1441.9,1713.45,1716.65,841.45,1383.7,773.35,15.4,255.1,516.75,3237.6,491.15,92.5,372.3,7476.8,577.1,621.0,959.85,443.55,912.4,213.2,135.05,148.0,863.4,30.9,170.85,661.75,1005.6,66801.2,75.05,512.5,694.35,65.55,1439.0,688.25,106.6,57.5,88.9,440.7,40.3,191.15,25.95,179.75,86.0,1464.7,69.25,95.75,148.7,454.7,3729.45,175.75,213.6,148.5,146.85,24847.2,2395.3,626.1,229.0,107.4,2871.55,9903.75,3990.95,576.45,1101.95,864.2,79.8,926.6,148.9,654.8,223.5,200.0,235.7,89.2,392.95,92.9,700.45,402.5,135.5,572.15,180.5,641.25,947.25,842.95,577.1,64.3,120.65,88.55,738.65,1121.0,89.8,271.35,19.05,55.75,6339.95,598.85,299.6,5646.2,101.2,48.05,67.9,1482.5,392.6,532.55,16973.25,1591.3,1062.65,768.6,25.6,1906.4,461.15,309.3,1086.85,302.45,189.25,1989.0,1229.75,466.15,103.15,345.05,3571.1,1420.4,544.6,433.55,348.15,607.85,207.7,230.75,1151.6,100.1,1182.0,557.45,8889.75,705.3,522.25,1026.75,899.35,173.45,76.7,515.75,282.55,633.05,713.55,1902.8,2827.65,719.1,261.65,1130.7,539.1,5402.1,350.15,610.9,928.0,1775.55,259.5,361.95,68.2,109.25,7488.85,38.4,564.55,1362.7,22.7,274.55,4009.2,88.3,753.5,723.9,34.95,734.8,815.25,202.1,2392.0,1182.6,228.15,1631.7,515.65,2617.95,555.45,292.75,3276.35,1104.85,139.85,60.5,1404.6,326.65,528.75,184.25,480.25,232.5,1366.5
2019-01-02,19985.75,575.1,1450.7,840.65,1319.25,99.25,195.55,1483.95,949.4,154.85,41.15,381.3,50.55,175.0,203.95,324.25,1652.55,1164.35,1769.4,1951.05,783.85,108.6,733.55,899.95,218.95,663.15,1208.85,580.45,1258.75,230.85,1058.5,258.75,123.4,99.95,1383.3,160.0,1141.05,1418.75,3463.1,620.25,724.35,378.4,620.05,2692.0,385.95,506.35,6384.0,2950.1,2614.05,912.3,198.75,104.5,552.15,119.35,104.8,1534.4,1112.05,281.6,89.7,922.9,327.3,494.9,5295.85,312.65,73.0,622.8,590.8,3365.9,622.4,19477.8,357.95,214.0,3116.85,598.6,107.7,275.4,280.9,382.75,361.5,147.35,270.0,230.85,1292.6,37.25,174.9,905.6,2354.8,666.85,127.6,291.7,154.8,1236.95,494.9,514.55,236.7,370.65,1301.8,668.95,450.05,384.2,1625.0,231.7,193.1,845.9,621.9,416.4,1047.2,169.9,419.35,168.7,344.2,220.6,247.2,70.0,442.15,1029.35,1470.9,2010.55,173.1,1560.25,2601.05,1092.55,180.25,21162.3,205.95,188.55,257.3,422.7,1245.15,125.0,123.15,672.6,913.05,707.1,261.4,41.05,45.35,172.8,94.8,453.35,1202.55,533.95,396.85,500.4,140.5,468.5,48.4,248.1,350.3,1215.15,1195.95,815.9,319.95,289.0,257.4,6484.8,1497.55,683.05,1184.45,15.95,343.4,868.05,499.45,806.65,538.25,669.8,102.05,89.9,747.35,815.5,116.45,878.65,554.35,93.35,111.9,176.05,541.8,669.55,836.75,799.9,30.7,631.4,691.8,946.35,1980.65,1506.05,2128.5,391.15,3678.25,150.75,3046.55,21.2,211.25,214.55,50.8,256.55,1784.6,272.75,21689.9,130.9,43.1,86.95,842.3,364.6,875.45,319.8,3198.15,61.35,36.75,42.15,48.35,164.65,275.35,499.0,141.85,93.85,1301.95,245.85,1161.0,218.95,343.3,1576.6,46.25,669.05,606.05,246.75,14.9,137.25,799.85,437.45,262.4,280.6,323.0,93.4,115.25,311.4,1744.35,83.05,158.2,727.15,314.3,152.35,89.75,89.2,70.45,2660.8,288.7,1239.15,495.65,203.95,494.45,379.8,481.95,91.75,299.05,358.45,156.45,204.95,214.3,1240.6,555.35,291.25,766.8,566.65,111.55,150.5,915.2,216.65,378.95,5714.9,71.15,476.15,679.85,1425.5,1733.55,1701.8,832.8,1348.4,741.7,15.65,248.0,515.05,3208.45,492.0,92.4,372.85,7267.85,567.6,619.75,959.85,428.55,900.2,210.9,135.05,149.9,860.5,30.25,169.65,676.55,989.4,66635.5,73.95,502.25,698.7,63.95,1430.45,700.0,107.2,58.0,89.6,443.5,40.25,193.4,25.65,184.8,84.85,1451.9,68.25,96.8,147.0,447.45,3710.95,172.4,213.55,147.05,147.0,24591.15,2343.75,625.2,228.8,104.05,2819.95,9895.0,3990.95,574.5,1107.65,864.1,77.85,919.85,150.9,654.8,224.8,195.25,231.6,88.1,403.05,91.0,710.15,400.3,131.5,572.45,177.0,638.1,936.0,817.3,565.2,63.9,119.05,87.2,738.95,1106.4,89.3,267.5,19.05,54.0,6234.25,601.7,293.9,5691.5,100.3,46.7,67.0,1465.95,381.85,527.4,16939.95,1600.3,1056.55,749.5,25.75,1907.25,473.55,305.3,1074.95,301.55,190.35,1992.15,1195.4,458.4,103.15,346.05,3539.7,1461.4,533.9,440.05,349.9,604.6,203.0,233.1,1127.15,97.7,1154.35,552.2,8885.9,700.85,521.35,1024.8,899.85,168.55,74.85,493.65,280.05,639.75,705.0,1923.3,2858.15,712.05,247.7,1141.55,544.65,5402.9,353.0,605.85,932.15,1777.75,255.75,355.05,67.45,116.45,7500.7,37.65,535.25,1355.45,22.1,274.35,4006.1,88.2,756.5,721.75,36.05,723.6,795.55,193.15,2407.15,1195.45,222.0,1597.55,505.2,2564.5,537.85,288.25,3188.65,1108.1,135.5,61.35,1396.85,325.55,517.75,184.65,470.25,231.25,1350.7
2019-01-03,19990.25,575.2,1429.15,837.65,1308.95,98.25,197.75,1452.25,948.25,152.5,40.95,378.1,50.35,173.55,206.85,323.2,1677.6,1150.9,1801.25,1962.4,786.4,107.55,716.0,901.4,213.85,654.9,1181.8,581.9,1266.65,227.85,1058.5,265.65,124.1,98.15,1388.3,160.0,1144.85,1415.55,3455.75,621.35,715.9,378.45,607.95,2701.35,385.95,497.75,6383.3,2977.25,2586.2,900.75,197.35,107.65,533.8,119.3,105.75,1556.95,1113.0,277.7,88.8,886.65,325.1,487.5,5262.7,313.5,70.75,612.0,588.7,3358.85,623.8,19299.85,352.5,213.85,3135.9,593.8,107.7,276.3,276.9,381.9,364.45,146.9,270.3,230.35,1288.3,36.95,171.65,898.15,2378.3,653.7,131.5,291.7,151.85,1200.45,494.9,512.4,235.0,368.5,1314.25,670.0,451.15,381.05,1638.0,228.95,192.7,834.75,621.35,422.0,1047.2,167.55,417.15,168.45,344.15,219.0,248.6,70.1,433.3,1030.05,1437.9,2036.25,172.45,1575.9,2577.35,1078.55,176.75,20211.45,205.95,185.5,254.45,421.85,1246.7,124.85,123.0,678.8,877.4,722.2,257.5,41.55,44.75,172.85,92.0,449.8,1200.45,531.1,394.4,498.8,140.75,460.0,46.85,243.15,349.95,1220.0,1188.7,814.95,317.75,295.55,261.15,6484.95,1472.05,661.55,1169.65,15.65,342.35,873.85,498.85,814.9,532.25,677.05,101.7,89.9,740.15,799.7,116.95,892.0,554.0,93.65,110.5,170.45,535.65,667.8,838.95,792.8,30.6,643.95,681.4,948.35,1936.85,1518.9,2111.8,391.3,3654.9,149.6,3014.65,21.05,207.0,209.2,50.3,248.3,1788.4,269.5,21739.0,131.3,42.9,87.1,816.65,363.25,868.2,316.25,3150.25,61.35,36.1,42.3,48.35,162.8,274.3,507.4,144.5,90.75,1301.95,245.5,1156.55,214.75,342.4,1560.1,45.35,669.15,590.4,247.7,14.55,132.65,787.65,428.05,263.15,278.85,319.35,91.85,114.3,313.05,1689.65,81.9,146.5,724.35,314.5,149.65,89.65,84.9,69.75,2728.3,282.65,1239.65,484.7,201.5,500.15,385.55,483.7,91.45,291.6,356.95,153.2,202.9,221.25,1235.25,556.5,286.6,766.25,560.35,110.15,145.4,913.05,217.8,378.25,5691.6,69.55,470.2,675.95,1395.0,1738.15,1621.85,821.05,1341.3,718.3,15.1,244.6,510.7,3183.8,485.6,92.9,378.05,7203.95,564.95,620.1,959.85,424.0,890.85,207.2,134.9,149.8,834.8,30.05,167.65,683.05,948.8,66818.25,72.15,495.75,696.1,62.8,1490.35,703.65,109.05,58.2,88.9,444.35,40.1,191.35,25.55,180.35,83.95,1447.1,68.05,93.9,143.4,448.6,3594.65,172.0,212.8,142.4,147.05,23614.1,2286.6,613.55,228.8,105.95,2780.35,9850.0,3990.95,577.7,1109.25,863.4,77.85,921.6,150.1,654.8,221.35,193.05,233.05,90.2,411.35,89.3,719.75,400.15,130.45,574.55,174.2,628.15,932.95,811.55,562.1,62.4,121.35,88.15,746.85,1092.75,89.65,263.1,19.05,52.45,6234.1,600.05,291.1,5631.4,99.5,45.55,64.85,1440.1,386.25,517.2,16948.4,1590.7,1044.9,745.5,25.6,1900.15,456.5,303.6,1079.1,295.25,183.05,1976.15,1152.9,456.3,101.5,347.15,3492.35,1495.6,526.3,436.1,349.8,585.1,207.35,228.2,1102.75,98.8,1146.6,547.5,8764.85,694.45,536.0,1029.7,900.3,166.05,74.2,481.25,278.7,640.65,717.25,1899.95,2883.7,691.25,241.85,1136.4,549.15,5413.7,359.35,599.85,931.2,1805.55,260.5,350.1,67.3,111.85,7514.2,37.05,537.85,1368.5,21.1,285.5,3900.05,88.75,746.65,714.1,34.3,721.45,800.55,187.95,2370.4,1178.25,217.55,1618.3,511.8,2549.3,536.35,282.45,3072.0,1107.7,132.8,61.2,1390.7,325.5,507.8,184.1,461.45,231.1,1359.75
2019-01-04,20357.4,572.4,1463.35,840.85,1303.65,98.0,198.45,1469.1,944.15,152.55,40.55,382.15,50.05,170.95,208.4,321.8,1648.45,1129.1,1785.8,1950.05,786.85,106.65,723.65,918.4,216.55,646.0,1183.3,579.1,1293.0,233.4,1058.5,262.45,126.4,96.8,1385.85,160.65,1178.9,1466.5,3459.85,623.85,725.85,375.95,619.6,2734.2,385.95,490.05,6410.45,2951.65,2576.05,891.8,200.15,109.2,528.9,121.7,108.7,1543.8,1116.5,275.15,91.85,880.6,323.1,487.15,5278.45,322.45,71.4,618.55,585.65,3348.85,621.55,19438.75,359.45,212.8,3122.7,598.4,107.7,282.95,280.5,380.2,366.0,148.25,270.8,229.35,1309.55,35.75,171.3,908.35,2465.4,656.45,132.15,291.7,155.25,1207.6,494.9,512.8,236.5,369.0,1310.1,678.05,469.55,385.5,1626.4,225.35,195.0,831.9,609.0,419.25,1047.2,167.85,412.75,173.8,347.6,220.9,259.05,70.35,428.6,1044.8,1460.5,2044.2,175.15,1577.75,2600.0,1074.4,182.25,20103.6,209.05,188.15,252.45,418.75,1239.75,126.9,120.1,682.1,896.5,723.85,258.75,45.15,44.4,173.7,94.8,451.85,1203.7,533.5,390.2,500.05,140.3,448.0,46.8,237.8,353.15,1220.0,1185.5,815.9,319.45,303.1,263.0,6494.15,1450.0,664.25,1180.3,15.85,342.55,893.3,497.9,803.4,540.7,679.3,100.45,90.3,729.15,806.15,117.9,874.05,556.15,92.45,112.6,170.0,534.8,661.15,827.95,814.7,30.75,657.9,678.55,932.35,1972.6,1523.35,2117.45,393.5,3653.6,150.85,2987.85,21.1,207.75,210.9,50.1,248.2,1781.7,271.7,21608.8,130.0,42.7,87.1,829.8,365.2,866.9,324.7,3187.45,61.45,36.2,43.45,48.35,161.5,278.05,501.1,143.0,92.65,1301.95,249.75,1143.2,219.2,335.95,1548.2,45.2,661.05,594.4,260.95,14.55,133.95,787.0,421.65,262.9,280.95,321.25,92.8,114.45,305.55,1757.05,82.4,152.35,715.4,313.65,149.35,90.1,85.0,68.7,2765.15,287.95,1212.1,497.05,204.0,506.1,379.0,479.55,89.9,291.65,356.35,151.15,200.6,218.3,1247.95,546.3,279.7,759.15,550.05,114.95,144.4,940.1,215.3,380.5,5708.4,69.0,488.1,679.1,1388.05,1693.2,1624.0,828.9,1323.8,725.6,15.45,244.4,513.35,3146.4,486.65,95.35,378.85,7234.5,555.05,604.6,959.85,441.35,898.4,200.3,135.1,149.85,815.0,29.65,167.05,672.9,930.45,66603.15,72.15,501.95,703.4,63.85,1557.05,698.45,109.05,58.9,88.65,444.15,40.5,187.3,25.55,179.85,84.3,1457.65,68.15,93.95,145.75,463.35,3598.2,174.55,213.85,145.7,146.0,22663.0,2358.65,577.3,220.9,106.95,2777.25,9784.95,3990.95,583.45,1105.7,849.9,81.3,914.4,150.2,654.8,222.55,195.9,231.9,90.35,422.2,91.0,726.15,394.3,127.05,574.45,171.25,627.1,913.0,822.3,571.65,62.75,121.55,86.95,749.8,1098.65,94.5,260.3,19.05,53.15,6128.25,602.85,297.65,5666.9,100.25,45.55,64.15,1400.65,381.2,519.85,16737.1,1589.35,1062.7,750.6,25.5,1907.2,440.55,307.7,1058.8,295.55,185.6,1993.15,1162.65,457.3,101.05,346.3,3446.2,1480.05,529.95,433.8,347.3,592.2,203.7,224.3,1085.55,99.45,1153.5,544.45,8612.35,698.45,531.45,1003.9,898.6,170.95,75.05,487.65,283.75,637.65,719.7,1876.85,2837.2,681.1,240.0,1140.3,548.9,5401.25,351.1,590.75,928.45,1817.15,261.7,349.45,66.75,109.15,7454.9,37.45,540.95,1371.15,21.75,284.1,3914.55,92.25,756.4,708.6,34.4,721.95,807.35,192.9,2338.8,1186.55,217.05,1620.05,519.65,2530.9,536.15,281.85,3100.65,1096.75,133.75,60.85,1390.75,324.45,510.7,189.65,463.95,229.25,1339.3
2019-01-07,20388.25,580.1,1471.8,840.65,1301.8,97.6,207.15,1477.95,947.9,151.25,41.1,381.65,50.35,170.2,209.1,336.55,1658.65,1177.4,1796.7,1964.2,782.75,106.1,735.55,914.35,218.0,637.65,1151.95,581.9,1282.1,230.15,1058.5,255.95,127.05,93.45,1396.0,164.7,1139.65,1468.45,3449.0,616.35,724.75,382.05,637.45,2658.55,385.95,494.05,6407.15,2953.8,2553.6,883.0,200.65,108.0,498.05,122.7,106.4,1535.45,1125.1,278.35,91.4,910.75,318.1,479.7,5199.95,324.95,72.25,620.65,575.8,3320.3,615.25,19510.4,355.55,211.6,3143.8,597.6,107.7,278.25,283.2,380.9,373.65,150.55,265.25,229.7,1284.8,35.3,172.75,905.15,2608.25,653.7,131.65,291.7,157.1,1197.65,494.9,514.05,234.5,365.55,1303.0,681.15,464.3,382.55,1639.8,227.05,190.1,842.15,609.0,420.45,1047.2,168.1,410.9,174.15,352.05,221.25,260.3,70.15,418.0,1048.5,1486.0,2007.9,179.8,1571.15,2558.65,1069.95,182.9,19830.4,214.7,187.25,249.6,418.7,1211.3,125.7,120.45,667.3,888.6,729.25,262.35,42.95,44.25,172.55,94.6,450.8,1174.6,530.15,395.95,521.0,139.9,458.6,46.85,236.55,357.1,1232.15,1191.7,820.25,309.3,306.15,263.6,6485.65,1457.9,653.65,1184.65,15.85,347.7,899.3,497.45,800.55,536.0,712.25,95.3,88.9,721.0,820.65,118.55,886.85,559.5,95.45,112.75,175.05,533.75,657.0,838.5,789.45,30.7,660.45,693.55,941.55,1972.9,1507.35,2120.65,393.05,3673.9,150.05,2957.95,21.3,206.25,208.55,50.4,249.8,1784.95,274.55,21660.95,130.35,42.9,89.4,793.9,367.7,865.45,319.95,3189.15,61.3,36.65,44.45,48.35,158.0,273.55,494.3,144.95,91.5,1301.95,246.95,1113.75,217.1,340.05,1559.15,44.45,671.7,587.4,256.6,14.6,133.45,784.1,416.65,263.95,281.65,323.35,92.1,115.35,299.35,1735.75,81.35,152.2,713.7,314.1,148.8,90.2,85.5,70.1,2778.4,289.85,1217.05,489.0,205.5,514.45,377.85,466.7,92.05,292.55,356.6,153.1,201.3,217.0,1246.6,538.6,291.25,758.85,546.3,113.6,145.7,948.7,212.6,378.3,5710.7,69.9,479.35,680.25,1383.8,1709.7,1633.45,820.45,1312.25,729.55,15.2,243.45,503.6,3165.1,492.85,94.45,386.8,7362.05,555.2,607.6,959.85,435.9,905.75,202.1,137.05,147.2,835.35,29.65,168.05,673.6,925.3,66978.55,71.9,513.4,699.05,63.95,1622.0,689.65,109.1,61.05,87.95,453.7,39.8,196.3,25.95,179.5,84.85,1447.95,68.3,94.95,148.6,457.55,3596.2,174.6,214.05,147.85,148.5,21907.55,2279.55,570.2,217.05,106.65,2743.75,9804.2,3990.95,586.5,1102.6,864.4,80.55,913.2,148.6,654.8,222.85,198.45,229.15,87.4,421.25,92.35,733.3,395.45,121.05,576.3,170.2,628.6,909.25,813.9,574.15,63.1,119.9,86.1,753.7,1104.75,94.5,259.95,19.05,53.4,6105.6,602.45,296.3,5686.8,100.05,45.8,66.5,1380.4,383.75,519.8,16921.7,1574.25,1062.05,750.05,25.5,1915.1,452.25,313.85,1039.6,295.75,182.6,1997.85,1176.3,454.35,102.95,349.9,3421.75,1507.65,525.5,430.8,350.85,595.35,202.15,222.5,1060.0,98.9,1142.5,550.85,8918.9,699.9,528.85,978.45,896.95,175.35,74.7,485.5,286.2,631.55,693.05,1897.9,2883.95,687.5,248.1,1145.1,540.9,5394.4,349.05,587.0,944.05,1823.75,264.05,351.0,67.25,110.9,7543.7,37.85,534.75,1389.8,21.25,282.75,3926.75,90.6,763.75,718.2,36.1,730.2,811.7,193.45,2390.15,1195.2,208.25,1625.7,515.25,2515.15,541.75,280.2,3227.45,1096.2,137.85,61.3,1428.6,324.25,506.7,187.15,462.95,228.8,1334.75
